date_time,u,v,w,wind_speed,wind_dir,u,v,w,wind_speed,wind_dir,u,v,w,wind_speed,wind_dir
2018-08-11 13:30:00,-1.10,-0.05,0.23,1.13,197.10,-0.96,0.08,0.14,0.97,169.11,-0.14,-0.13,0.10,0.16,191.97
2018-08-11 13:35:00,-1.38,-0.85,0.00,1.62,105.85,-1.27,-0.71,0.00,1.45,113.10,-0.11,-0.14,0.00,0.17,-227.52
2018-08-11 13:40:00,-0.56,-1.31,0.01,1.42,355.92,-0.63,-1.24,-0.11,1.39,7.80,0.07,-0.07,0.12,0.03,51.56
2018-08-11 13:45:00,-1.21,-0.45,0.14,1.30,141.80,-1.07,-0.43,0.04,1.15,136.98,-0.14,-0.02,0.10,0.14,-192.46
2018-08-11 13:50:00,-1.28,0.59,0.10,1.42,232.13,-1.17,0.69,0.13,1.37,250.99,-0.11,-0.10,-0.03,0.05,205.31
2018-08-11 13:55:00,-0.94,0.94,0.14,1.34,296.31,-0.87,1.05,0.17,1.37,311.99,-0.06,-0.10,-0.02,-0.04,252.96
2018-08-11 14:00:00,-0.81,0.82,0.25,1.18,296.51,-0.76,0.95,0.18,1.23,315.22,-0.05,-0.13,0.07,-0.05,255.91
2018-08-11 14:05:00,-1.00,0.61,0.13,1.18,252.46,-0.92,0.68,0.16,1.15,268.71,-0.08,-0.07,-0.03,0.02,221.77
2018-08-11 14:10:00,-1.08,0.93,0.06,1.43,282.88,-1.03,0.95,0.11,1.41,288.25,-0.04,-0.02,-0.05,0.02,236.13
2018-08-11 14:15:00,-1.33,1.30,0.21,1.87,293.64,-1.13,1.35,0.15,1.76,311.74,-0.20,-0.05,0.06,0.10,249.77
2018-08-11 14:20:00,-1.46,0.61,0.17,1.59,225.56,-1.24,0.67,0.12,1.41,243.66,-0.22,-0.06,0.05,0.18,201.79
2018-08-11 14:25:00,-1.41,-0.33,0.01,1.45,163.97,-1.31,-0.28,-0.01,1.34,166.92,-0.11,-0.05,0.01,0.12,-173.27
2018-08-11 14:30:00,-0.86,1.16,0.07,1.45,323.05,-0.80,1.22,0.12,1.46,333.35,-0.06,-0.06,-0.05,-0.02,266.68
2018-08-11 14:35:00,-0.28,1.53,0.12,1.56,44.71,-0.36,1.61,0.18,1.66,37.98,0.08,-0.08,-0.07,-0.10,-36.69
2018-08-11 14:40:00,-0.73,1.23,0.12,1.44,340.47,-0.69,1.30,0.12,1.48,349.25,-0.04,-0.07,0.00,-0.04,280.46
2018-08-11 14:45:00,-1.10,1.09,0.17,1.55,295.49,-0.93,1.17,0.15,1.50,315.77,-0.16,-0.08,0.02,0.05,250.02
2018-08-11 14:50:00,-1.03,-0.31,0.16,1.08,152.51,-0.86,-0.40,-0.05,0.96,126.65,-0.16,0.09,0.21,0.13,-185.12
2018-08-11 14:55:00,-1.29,-1.10,0.14,1.70,78.43,-1.09,-1.03,-0.03,1.50,69.14,-0.20,-0.07,0.17,0.20,-243.95
2018-08-11 15:00:00,-1.46,-0.95,-0.01,1.74,101.89,-1.34,-0.84,-0.03,1.58,103.99,-0.12,-0.10,0.02,0.16,-221.71
2018-08-11 15:05:00,-1.18,-1.14,0.06,1.64,67.00,-1.07,-1.00,-0.03,1.46,70.49,-0.11,-0.14,0.08,0.18,-252.69
2018-08-11 15:10:00,-0.84,0.72,0.26,1.13,282.16,-0.70,0.92,0.22,1.18,319.22,-0.13,-0.20,0.05,-0.04,230.39
2018-08-11 15:15:00,-0.91,-0.01,0.18,0.93,203.46,-0.84,0.15,0.16,0.87,185.50,-0.07,-0.16,0.02,0.06,192.63
2018-08-11 15:20:00,-1.68,-0.21,0.10,1.70,183.56,-1.42,-0.16,0.08,1.43,185.51,-0.26,-0.05,0.02,0.27,-170.28
2018-08-11 15:25:00,-0.96,0.09,0.21,0.99,171.98,-0.80,0.21,0.18,0.84,201.04,-0.16,-0.12,0.04,0.14,164.88
2018-08-11 15:30:00,-1.12,-0.86,0.13,1.42,87.55,-1.01,-0.73,0.02,1.25,93.68,-0.11,-0.14,0.11,0.17,-242.26
2018-08-11 15:35:00,-1.06,-0.88,0.01,1.38,80.75,-0.99,-0.66,0.06,1.19,99.42,-0.07,-0.22,-0.05,0.19,-247.28
2018-08-11 15:40:00,-1.01,-0.87,-0.07,1.34,77.61,-1.02,-0.66,0.03,1.21,102.50,0.01,-0.21,-0.10,0.12,-249.99
2018-08-11 15:45:00,-1.01,-0.07,0.16,1.03,192.82,-0.93,0.05,0.20,0.95,163.48,-0.08,-0.12,-0.04,0.08,-165.98
2018-08-11 15:50:00,-0.76,0.28,0.04,0.81,217.95,-0.76,0.40,0.12,0.87,241.90,0.01,-0.12,-0.09,-0.06,200.23
2018-08-11 15:55:00,-0.87,-0.47,0.05,0.99,116.92,-0.85,-0.34,0.11,0.93,137.96,-0.02,-0.13,-0.06,0.06,-218.17
2018-08-11 16:00:00,-0.90,-0.67,0.06,1.13,90.63,-0.91,-0.51,0.09,1.04,113.94,0.00,-0.16,-0.03,0.08,-241.36
2018-08-11 16:05:00,-1.37,0.21,0.09,1.39,181.49,-1.21,0.34,0.20,1.27,203.19,-0.16,-0.13,-0.11,0.11,172.09
2018-08-11 16:10:00,-1.67,0.23,0.23,1.70,179.73,-1.45,0.38,0.26,1.52,200.46,-0.22,-0.14,-0.02,0.18,167.86
2018-08-11 16:15:00,-1.47,-0.29,0.01,1.49,170.66,-1.27,-0.14,0.06,1.28,185.77,-0.19,-0.15,-0.05,0.21,-183.26
2018-08-11 16:20:00,-0.50,-0.95,0.01,1.07,9.51,-0.58,-0.76,0.02,0.96,39.99,0.09,-0.18,-0.01,0.11,-298.51
2018-08-11 16:25:00,-0.85,-0.30,-0.00,0.90,143.62,-0.89,-0.14,0.10,0.91,178.10,0.04,-0.17,-0.10,-0.00,-206.75
2018-08-11 16:30:00,-0.86,0.43,0.11,0.97,237.40,-0.83,0.60,0.19,1.05,267.41,-0.03,-0.18,-0.08,-0.08,211.95
2018-08-11 16:35:00,-1.28,0.04,0.08,1.29,159.46,-1.08,0.04,0.02,1.08,160.59,-0.21,-0.00,0.06,0.21,158.05
2018-08-11 16:40:00,-1.12,-0.43,0.10,1.20,139.18,-0.92,-0.37,0.01,0.99,136.22,-0.20,-0.06,0.09,0.21,-197.49
2018-08-11 16:45:00,-0.27,-0.64,0.02,0.70,353.94,-0.23,-0.64,-0.11,0.69,345.98,-0.03,-0.00,0.13,0.00,60.93
2018-08-11 16:50:00,-0.61,-0.43,0.03,0.75,96.32,-0.55,-0.30,0.00,0.62,113.93,-0.07,-0.12,0.03,0.12,-236.20
2018-08-11 16:55:00,-0.77,-0.16,0.07,0.79,169.03,-0.65,-0.11,0.01,0.66,174.23,-0.12,-0.04,0.06,0.13,-184.48
2018-08-11 17:00:00,-0.12,-0.31,0.02,0.33,351.76,-0.13,-0.28,-0.05,0.31,3.07,0.01,-0.03,0.07,0.02,32.48
2018-08-11 17:05:00,-0.50,-0.55,0.03,0.74,55.96,-0.50,-0.42,0.01,0.65,79.92,-0.00,-0.13,0.02,0.10,-277.30
2018-08-11 17:10:00,-0.88,-0.38,0.05,0.96,132.20,-0.91,-0.21,0.11,0.94,164.85,0.03,-0.17,-0.06,0.02,-218.06
2018-08-11 17:15:00,-0.65,-1.60,-0.13,1.74,352.18,-0.67,-1.36,-0.11,1.52,5.55,0.02,-0.25,-0.01,0.22,51.94
2018-08-11 17:20:00,-1.05,-1.69,-0.08,1.99,22.71,-1.01,-1.45,-0.10,1.77,32.21,-0.04,-0.24,0.03,0.22,-284.65
2018-08-11 17:25:00,-1.08,-1.44,-0.08,1.81,38.86,-1.04,-1.19,-0.07,1.58,52.02,-0.05,-0.25,-0.01,0.23,-276.91
2018-08-11 17:30:00,-1.06,-1.60,-0.05,1.92,28.42,-0.99,-1.38,-0.13,1.71,34.56,-0.07,-0.22,0.07,0.22,-283.23
2018-08-11 17:35:00,-0.91,-2.03,-0.20,2.23,359.09,-0.89,-1.73,-0.22,1.96,8.45,-0.02,-0.30,0.02,0.28,59.13
2018-08-11 17:40:00,-0.91,-1.46,-0.08,1.72,23.59,-0.90,-1.28,-0.14,1.58,33.34,-0.01,-0.18,0.06,0.15,-287.05
2018-08-11 17:45:00,-0.73,-1.81,-0.14,1.95,351.55,-0.72,-1.53,-0.18,1.71,1.86,-0.00,-0.27,0.04,0.25,50.32
2018-08-11 17:50:00,-0.89,-2.21,-0.12,2.39,351.81,-0.85,-2.09,-0.29,2.28,351.87,-0.05,-0.12,0.17,0.11,56.86
2018-08-11 17:55:00,-0.71,-1.37,-0.15,1.55,8.08,-0.71,-1.23,-0.19,1.43,17.26,0.01,-0.14,0.04,0.12,-294.67
2018-08-11 18:00:00,-0.72,-1.18,0.02,1.38,20.84,-0.65,-1.06,-0.11,1.25,21.54,-0.07,-0.12,0.13,0.14,-289.01
2018-08-11 18:05:00,-0.94,-2.13,-0.08,2.33,357.18,-0.87,-2.02,-0.24,2.22,356.20,-0.06,-0.11,0.16,0.12,61.20
2018-08-11 18:10:00,-0.82,-1.64,-0.15,1.84,5.90,-0.78,-1.50,-0.19,1.71,9.27,-0.03,-0.14,0.04,0.14,-295.47
2018-08-11 18:15:00,-0.72,-1.57,-0.16,1.74,0.22,-0.71,-1.39,-0.17,1.57,8.18,-0.01,-0.19,0.01,0.17,-298.60
2018-08-11 18:20:00,-0.76,-1.33,-0.06,1.53,16.43,-0.71,-1.26,-0.15,1.45,15.50,-0.05,-0.07,0.08,0.08,-286.09
2018-08-11 18:25:00,-0.88,-2.00,-0.18,2.20,357.49,-0.93,-1.81,-0.18,2.04,8.50,0.05,-0.20,0.00,0.16,57.46
2018-08-11 18:30:00,-0.77,-1.55,-0.14,1.73,5.53,-0.79,-1.33,-0.10,1.55,19.57,0.03,-0.22,-0.05,0.18,-297.07
2018-08-11 18:35:00,-0.46,-0.96,-0.21,1.09,3.05,-0.53,-0.73,-0.00,0.90,34.85,0.07,-0.23,-0.21,0.19,-302.69
2018-08-11 18:40:00,-0.68,-1.38,-0.10,1.54,4.63,-0.77,-1.15,-0.05,1.39,29.04,0.10,-0.23,-0.05,0.15,-302.91
2018-08-11 18:45:00,-0.69,-1.13,-0.06,1.33,20.66,-0.70,-0.94,0.00,1.17,38.47,0.01,-0.20,-0.06,0.16,-290.45
2018-08-11 18:50:00,-0.59,-1.49,-0.12,1.61,350.15,-0.62,-1.27,-0.06,1.41,4.47,0.03,-0.22,-0.06,0.20,52.98
2018-08-11 18:55:00,-0.26,-0.52,-0.15,0.60,4.82,-0.31,-0.26,0.07,0.42,79.95,0.06,-0.26,-0.22,0.19,-319.84
2018-08-11 19:00:00,0.07,0.30,-0.10,0.32,117.33,-0.01,0.48,0.19,0.52,74.84,0.07,-0.18,-0.29,-0.19,35.36
2018-08-11 19:05:00,-0.17,-0.01,0.03,0.17,194.22,-0.18,0.23,0.17,0.34,318.23,0.01,-0.24,-0.14,-0.17,147.78
2018-08-11 19:10:00,0.03,-0.25,-0.29,0.39,262.57,-0.07,-0.03,0.10,0.13,125.33,0.10,-0.22,-0.40,0.26,246.89
2018-08-11 19:15:00,-0.28,-0.24,0.04,0.37,75.11,-0.30,-0.05,0.13,0.34,174.65,0.03,-0.19,-0.09,0.03,-282.20
2018-08-11 19:20:00,-0.47,-0.75,-0.07,0.89,23.71,-0.50,-0.58,0.06,0.77,51.81,0.03,-0.17,-0.13,0.12,-296.37
2018-08-11 19:25:00,0.06,0.28,0.02,0.29,116.78,-0.08,0.42,0.15,0.45,44.90,0.14,-0.14,-0.12,-0.16,45.43
2018-08-11 19:30:00,-0.08,0.18,0.06,0.21,2.55,-0.17,0.35,0.15,0.41,357.17,0.09,-0.17,-0.09,-0.21,-53.42
2018-08-11 19:35:00,-0.15,0.06,-0.00,0.16,216.51,-0.23,0.32,0.14,0.41,324.07,0.08,-0.26,-0.14,-0.25,172.59
2018-08-11 19:40:00,0.35,0.45,0.03,0.57,195.75,0.17,0.55,0.13,0.59,131.64,0.17,-0.11,-0.10,-0.03,99.55
2018-08-11 19:45:00,0.17,0.38,0.06,0.42,154.53,0.03,0.47,0.07,0.47,87.43,0.15,-0.09,-0.01,-0.06,72.51
2018-08-11 19:50:00,-0.07,-0.03,0.04,0.09,135.15,-0.18,0.14,0.05,0.23,275.96,0.11,-0.17,-0.00,-0.15,101.79
2018-08-11 19:55:00,0.30,0.55,0.03,0.63,167.85,0.23,0.57,-0.00,0.62,147.41,0.07,-0.02,0.03,0.01,56.58
2018-08-11 20:00:00,-0.29,-0.65,-0.03,0.71,359.41,-0.24,-0.52,-0.04,0.58,1.14,-0.05,-0.12,0.02,0.13,65.57
2018-08-11 20:05:00,-0.44,-0.90,-0.04,1.00,4.58,-0.37,-0.77,-0.07,0.86,3.51,-0.07,-0.13,0.03,0.15,-295.74
2018-08-11 20:10:00,-0.39,-1.15,-0.17,1.23,341.45,-0.36,-0.99,-0.13,1.06,344.56,-0.03,-0.16,-0.04,0.17,52.78
2018-08-11 20:15:00,-0.15,-0.31,0.02,0.34,4.82,-0.01,-0.22,-0.07,0.23,287.23,-0.14,-0.08,0.08,0.11,-273.56
2018-08-11 20:20:00,0.08,0.34,-0.03,0.35,117.53,0.21,0.33,-0.06,0.39,179.45,-0.13,0.01,0.02,-0.04,5.31
2018-08-11 20:25:00,0.03,0.05,-0.03,0.07,168.73,0.15,0.08,-0.05,0.18,268.58,-0.12,-0.03,0.03,-0.11,10.94
2018-08-11 20:30:00,0.29,0.41,-0.05,0.50,188.05,0.47,0.36,-0.08,0.60,241.17,-0.18,0.04,0.03,-0.10,47.86
2018-08-11 20:35:00,0.39,0.49,-0.01,0.63,196.63,0.56,0.45,-0.07,0.72,238.55,-0.17,0.05,0.06,-0.09,59.33
2018-08-11 20:40:00,-0.07,0.32,-0.01,0.33,36.76,0.07,0.38,-0.08,0.39,109.18,-0.14,-0.06,0.07,-0.07,-62.74
2018-08-11 20:45:00,-0.27,-0.15,0.01,0.30,115.66,-0.04,-0.12,-0.06,0.14,341.45,-0.23,-0.03,0.07,0.16,-197.80
2018-08-11 20:50:00,-0.06,-0.24,-0.10,0.27,328.42,0.15,-0.20,-0.10,0.27,167.23,-0.21,-0.04,0.00,-0.00,87.60
2018-08-11 20:55:00,0.47,0.35,0.02,0.58,245.52,0.71,0.31,-0.09,0.78,286.11,-0.24,0.04,0.11,-0.19,90.22
2018-08-11 21:00:00,0.39,0.43,-0.01,0.58,209.99,0.61,0.40,-0.10,0.74,255.19,-0.22,0.03,0.08,-0.16,66.31
2018-08-11 21:05:00,0.33,0.28,-0.02,0.43,233.03,0.55,0.26,-0.09,0.62,281.54,-0.23,0.02,0.08,-0.19,79.81
2018-08-11 21:10:00,-0.04,0.13,-0.00,0.14,18.23,0.19,0.15,-0.08,0.25,236.41,-0.23,-0.02,0.07,-0.11,-119.51
2018-08-11 21:15:00,-0.11,-0.09,0.06,0.16,78.45,0.11,-0.08,-0.05,0.14,112.47,-0.22,-0.02,0.11,0.02,-152.09
2018-08-11 21:20:00,-0.01,0.00,-0.02,0.02,164.60,0.20,0.04,-0.08,0.22,324.41,-0.21,-0.04,0.06,-0.19,-3.94
2018-08-11 21:25:00,-0.01,0.06,0.05,0.08,54.06,0.19,0.11,-0.07,0.23,268.65,-0.20,-0.05,0.12,-0.15,-96.60
2018-08-11 21:30:00,0.04,0.18,0.02,0.18,117.01,0.25,0.20,-0.08,0.33,239.10,-0.21,-0.03,0.10,-0.15,-22.94
2018-08-11 21:35:00,0.16,0.31,-0.02,0.35,160.84,0.35,0.31,-0.11,0.48,231.60,-0.20,0.01,0.09,-0.13,23.63
2018-08-11 21:40:00,-0.00,0.22,0.02,0.22,76.57,0.22,0.23,-0.10,0.34,214.54,-0.23,-0.01,0.12,-0.12,-50.97
2018-08-11 21:45:00,-0.24,-0.06,0.01,0.24,163.22,-0.05,-0.01,-0.08,0.09,165.80,-0.19,-0.05,0.09,0.15,-191.64
2018-08-11 21:50:00,-0.31,-0.00,0.02,0.31,205.11,-0.11,0.06,-0.06,0.14,249.32,-0.20,-0.06,0.08,0.17,174.61
2018-08-11 21:55:00,-0.13,0.12,0.07,0.19,287.22,0.10,0.16,-0.09,0.21,183.54,-0.24,-0.03,0.15,-0.01,165.13
2018-08-11 22:00:00,0.26,0.27,-0.08,0.38,218.19,0.50,0.22,-0.12,0.56,285.86,-0.24,0.05,0.04,-0.18,65.25
2018-08-11 22:05:00,0.14,0.10,-0.04,0.17,249.25,0.37,0.11,-0.10,0.40,305.64,-0.23,-0.02,0.05,-0.22,89.14
2018-08-11 22:10:00,-0.28,-0.13,0.10,0.33,127.25,-0.01,-0.10,-0.06,0.12,305.81,-0.27,-0.03,0.16,0.21,-168.08
2018-08-11 22:15:00,0.17,0.18,-0.08,0.26,215.42,0.42,0.20,-0.13,0.48,277.94,-0.24,-0.02,0.05,-0.22,64.93
2018-08-11 22:20:00,-0.04,-0.06,-0.02,0.08,17.94,0.22,-0.05,-0.11,0.25,42.13,-0.26,-0.01,0.09,-0.17,-168.95
2018-08-11 22:25:00,-0.18,0.08,0.03,0.20,231.31,0.04,0.14,-0.07,0.17,128.53,-0.22,-0.06,0.10,0.03,129.10
2018-08-11 22:30:00,0.02,0.14,-0.06,0.16,99.33,0.27,0.12,-0.12,0.32,283.01,-0.25,0.02,0.06,-0.16,-48.85
2018-08-11 22:35:00,0.31,0.19,-0.06,0.37,260.50,0.56,0.16,-0.12,0.59,308.81,-0.25,0.03,0.06,-0.22,96.64
2018-08-11 22:40:00,0.07,0.09,-0.05,0.12,202.67,0.30,0.08,-0.12,0.33,315.21,-0.23,0.01,0.07,-0.21,38.79
2018-08-11 22:45:00,-0.00,0.12,-0.00,0.12,72.82,0.25,0.13,-0.11,0.31,273.15,-0.26,-0.01,0.11,-0.18,-69.36
2018-08-11 22:50:00,0.12,0.03,-0.05,0.13,309.30,0.41,0.04,-0.13,0.43,341.85,-0.29,-0.01,0.08,-0.30,136.74
2018-08-11 22:55:00,0.48,0.18,-0.05,0.51,296.27,0.72,0.16,-0.10,0.75,320.71,-0.25,0.02,0.05,-0.24,127.81
2018-08-11 23:00:00,0.13,0.03,-0.04,0.14,318.88,0.34,0.02,-0.11,0.36,347.26,-0.21,0.01,0.07,-0.22,144.57
2018-08-11 23:05:00,-0.25,-0.10,0.02,0.27,135.27,-0.05,-0.11,-0.08,0.15,353.55,-0.20,0.01,0.11,0.12,-149.60
2018-08-11 23:10:00,0.05,0.24,0.00,0.25,115.88,0.31,0.22,-0.15,0.41,246.52,-0.25,0.02,0.15,-0.16,-36.32
2018-08-11 23:15:00,-0.08,0.05,0.02,0.10,251.27,0.16,0.01,-0.14,0.22,343.90,-0.24,0.04,0.16,-0.12,50.32
2018-08-11 23:20:00,-0.31,0.05,0.02,0.31,182.87,-0.09,-0.02,-0.12,0.15,157.54,-0.22,0.07,0.14,0.16,-156.16
2018-08-11 23:25:00,-0.03,-0.04,-0.01,0.05,30.52,0.16,-0.14,-0.18,0.27,128.69,-0.19,0.09,0.17,-0.22,-192.68
2018-08-11 23:30:00,0.04,-0.04,-0.01,0.05,143.40,0.25,-0.10,-0.15,0.31,66.82,-0.22,0.06,0.14,-0.26,-54.56
2018-08-11 23:35:00,-0.15,0.04,0.00,0.15,202.89,0.08,-0.07,-0.16,0.20,129.68,-0.23,0.11,0.16,-0.04,-24.84
2018-08-11 23:40:00,-0.21,0.34,0.05,0.40,337.05,0.08,0.21,-0.17,0.28,143.02,-0.29,0.13,0.22,0.12,218.30
2018-08-11 23:45:00,-0.22,0.16,0.02,0.28,269.35,0.03,0.07,-0.17,0.19,161.90,-0.26,0.10,0.19,0.09,141.99
2018-08-11 23:50:00,-0.04,0.29,-0.01,0.29,52.78,0.26,0.17,-0.20,0.37,254.97,-0.30,0.11,0.19,-0.08,-92.66
2018-08-11 23:55:00,-0.11,0.23,-0.01,0.25,354.49,0.16,0.11,-0.20,0.28,254.21,-0.27,0.12,0.19,-0.03,203.51
2018-08-12 00:00:00,-0.11,0.05,0.01,0.12,225.92,0.12,-0.07,-0.19,0.24,97.80,-0.23,0.12,0.20,-0.11,12.36
2018-08-12 00:05:00,-0.29,0.12,0.02,0.31,224.17,-0.03,0.02,-0.12,0.12,245.89,-0.26,0.10,0.14,0.19,-130.78
2018-08-12 00:10:00,-0.04,0.00,-0.01,0.04,172.91,0.17,-0.11,-0.16,0.26,104.53,-0.21,0.12,0.15,-0.23,-44.52
2018-08-12 00:15:00,-0.03,0.17,0.01,0.17,47.34,0.25,0.04,-0.20,0.32,332.91,-0.27,0.13,0.20,-0.15,-120.31
2018-08-12 00:20:00,-0.13,0.16,-0.01,0.21,318.09,0.13,0.03,-0.20,0.24,323.58,-0.26,0.14,0.19,-0.04,135.20
2018-08-12 00:25:00,-0.65,0.35,0.12,0.75,244.28,-0.37,0.26,-0.08,0.46,266.76,-0.28,0.09,0.20,0.29,214.81
2018-08-12 00:30:00,-0.46,0.40,0.02,0.61,282.07,-0.20,0.29,-0.16,0.38,330.41,-0.27,0.11,0.17,0.23,223.45
2018-08-12 00:35:00,0.12,0.19,0.09,0.24,177.01,0.37,0.10,-0.17,0.42,312.04,-0.25,0.09,0.26,-0.18,21.65
2018-08-12 00:40:00,0.02,0.31,0.02,0.31,86.04,0.27,0.17,-0.18,0.36,258.56,-0.25,0.14,0.20,-0.05,-63.10
2018-08-12 00:45:00,-0.99,0.73,0.19,1.24,269.06,-0.73,0.77,-0.01,1.06,300.53,-0.26,-0.04,0.20,0.18,223.92
2018-08-12 00:50:00,-0.95,0.67,0.10,1.17,265.27,-0.68,0.64,-0.05,0.94,290.52,-0.27,0.03,0.14,0.23,225.90
2018-08-12 00:55:00,-0.64,0.56,-0.00,0.85,284.23,-0.39,0.45,-0.15,0.62,309.54,-0.25,0.11,0.15,0.23,235.58
2018-08-12 01:00:00,-0.07,0.24,0.09,0.26,27.43,0.17,0.13,-0.18,0.28,239.76,-0.23,0.10,0.27,-0.02,-124.53
2018-08-12 01:05:00,0.51,0.12,0.05,0.52,319.44,0.74,0.00,-0.18,0.76,359.13,-0.23,0.11,0.23,-0.24,133.63
2018-08-12 01:10:00,0.60,0.14,0.11,0.63,318.16,0.78,0.04,-0.15,0.80,351.38,-0.18,0.10,0.26,-0.17,138.98
2018-08-12 01:15:00,0.25,0.29,0.05,0.39,205.51,0.48,0.17,-0.17,0.53,298.21,-0.23,0.12,0.22,-0.15,46.98
2018-08-12 01:20:00,0.75,0.21,0.06,0.78,310.17,0.96,0.08,-0.19,0.99,344.44,-0.21,0.13,0.25,-0.20,132.52
2018-08-12 01:25:00,0.29,0.14,0.09,0.33,280.14,0.51,0.02,-0.19,0.55,352.95,-0.22,0.12,0.28,-0.22,101.99
2018-08-12 01:30:00,-0.02,0.03,0.02,0.04,342.71,0.18,-0.12,-0.19,0.28,103.15,-0.20,0.15,0.21,-0.24,125.62
2018-08-12 01:35:00,-0.49,0.31,0.04,0.58,255.62,-0.21,0.18,-0.13,0.30,281.11,-0.28,0.13,0.17,0.28,223.74
2018-08-12 01:40:00,-0.17,0.36,-0.02,0.40,356.12,0.09,0.22,-0.19,0.30,148.40,-0.26,0.14,0.17,0.09,237.76
2018-08-12 01:45:00,0.11,0.06,0.02,0.12,262.20,0.31,-0.07,-0.20,0.37,39.96,-0.20,0.13,0.22,-0.24,66.88
2018-08-12 01:50:00,-0.35,0.32,0.03,0.48,287.53,-0.07,0.17,-0.17,0.25,5.51,-0.28,0.15,0.20,0.23,223.18
2018-08-12 01:55:00,-0.31,0.50,0.05,0.60,337.70,-0.00,0.38,-0.18,0.42,76.05,-0.31,0.13,0.23,0.18,250.93
2018-08-12 02:00:00,-0.10,0.68,-0.02,0.69,50.67,0.22,0.54,-0.24,0.63,146.86,-0.32,0.14,0.22,0.06,-66.56
2018-08-12 02:05:00,-0.25,0.74,0.07,0.78,19.42,0.10,0.61,-0.23,0.66,105.42,-0.34,0.13,0.30,0.13,-74.81
2018-08-12 02:10:00,-0.30,0.42,0.05,0.52,326.08,-0.05,0.30,-0.18,0.35,49.77,-0.26,0.12,0.23,0.17,247.33
2018-08-12 02:15:00,-0.48,0.47,0.08,0.67,294.20,-0.19,0.33,-0.14,0.41,343.17,-0.29,0.14,0.22,0.26,234.22
2018-08-12 02:20:00,-0.29,0.45,0.10,0.54,334.69,0.01,0.33,-0.17,0.37,81.73,-0.30,0.12,0.27,0.17,243.04
2018-08-12 02:25:00,-0.06,0.44,0.00,0.44,52.65,0.24,0.29,-0.21,0.43,201.90,-0.30,0.15,0.21,0.02,-64.35
2018-08-12 02:30:00,0.47,0.11,0.13,0.50,316.65,0.66,-0.03,-0.20,0.69,9.53,-0.19,0.15,0.33,-0.19,133.70
2018-08-12 02:35:00,-0.16,0.43,0.05,0.46,14.34,0.13,0.31,-0.18,0.38,148.00,-0.28,0.12,0.23,0.09,-107.52
2018-08-12 02:40:00,0.30,0.24,0.07,0.39,236.57,0.56,0.11,-0.20,0.60,324.91,-0.26,0.13,0.28,-0.21,68.04
2018-08-12 02:45:00,-0.05,0.34,0.05,0.35,51.83,0.23,0.16,-0.19,0.34,252.43,-0.28,0.19,0.24,0.01,-84.62
2018-08-12 02:50:00,-0.22,0.37,0.06,0.44,342.20,0.07,0.23,-0.16,0.29,131.47,-0.29,0.15,0.23,0.15,241.01
2018-08-12 02:55:00,0.15,0.19,0.01,0.24,197.11,0.38,0.04,-0.18,0.42,339.30,-0.23,0.15,0.19,-0.18,19.69
2018-08-12 03:00:00,-0.15,0.31,0.00,0.35,355.20,0.12,0.15,-0.18,0.26,204.00,-0.28,0.17,0.18,0.09,215.97
2018-08-12 03:05:00,0.30,0.16,0.00,0.35,271.81,0.55,0.03,-0.19,0.58,351.44,-0.24,0.14,0.19,-0.24,90.34
2018-08-12 03:10:00,0.66,0.27,0.15,0.73,289.52,0.86,0.14,-0.20,0.89,330.31,-0.20,0.13,0.35,-0.17,116.91
2018-08-12 03:15:00,-0.17,0.38,0.03,0.42,3.15,0.13,0.25,-0.15,0.32,162.86,-0.29,0.14,0.18,0.10,-110.15
2018-08-12 03:20:00,-0.10,0.17,0.00,0.20,338.37,0.12,0.06,-0.14,0.20,281.46,-0.23,0.11,0.15,0.00,189.73
2018-08-12 03:25:00,0.01,0.31,0.05,0.31,84.78,0.27,0.20,-0.14,0.37,245.51,-0.26,0.11,0.18,-0.06,-45.71
2018-08-12 03:30:00,0.01,0.40,0.01,0.40,80.18,0.30,0.26,-0.15,0.42,231.02,-0.29,0.14,0.16,-0.03,-58.69
2018-08-12 03:35:00,-0.09,0.11,0.06,0.15,313.74,0.14,-0.01,-0.10,0.17,9.12,-0.23,0.11,0.16,-0.02,113.72
2018-08-12 03:40:00,0.20,0.13,0.09,0.26,257.49,0.40,-0.02,-0.13,0.42,7.43,-0.20,0.15,0.22,-0.16,66.16
2018-08-12 03:45:00,0.23,0.30,0.08,0.39,195.12,0.44,0.16,-0.12,0.48,298.09,-0.20,0.15,0.20,-0.09,33.24
2018-08-12 03:50:00,-0.17,0.46,0.01,0.49,13.95,0.10,0.28,-0.14,0.33,138.10,-0.27,0.18,0.15,0.16,-99.46
2018-08-12 03:55:00,-0.32,0.31,0.01,0.44,292.29,-0.13,0.20,-0.06,0.25,332.76,-0.19,0.10,0.07,0.19,236.31
2018-08-12 04:00:00,-0.21,0.35,0.09,0.42,337.50,0.05,0.23,-0.05,0.24,113.92,-0.26,0.12,0.14,0.18,221.69
2018-08-12 04:05:00,-0.12,0.17,0.06,0.21,324.55,0.02,0.09,-0.04,0.10,118.06,-0.14,0.08,0.10,0.11,161.67
2018-08-12 04:10:00,0.36,0.14,0.21,0.44,293.38,0.47,0.07,-0.07,0.48,332.17,-0.11,0.07,0.28,-0.04,117.20
